targets
Q12884
Q8WUI4
Q7TQN8
Q16651
P53987
Q99683
P26255
Q8N5S9
B0BL08
P39748
Q8NEB9
P00558
P07607
P08263
A1XG20
Q15759
Q9WV60
P21980
P9WI81
Q56UN5
P51955
O42275
P16591
P35916
Q9Y243
Q64663
Q92772
Q9Y2T5
P14780
P00492
O43603
Q9BXC1
Q95323
Q92934
Q9NR96
P36888
P10275
P28223
P30530
Q9NWZ3
P32297
P39898
Q72874
Q86Z02
Q14416
O75469
Q8R2Y0
P51813
Q62053
O15164
P02766
P47211
P06213
Q9JLN9
P43143
P00791
P00352
P29476
P49760
Q13043
P54753
P31424
P35626
O94768
P24723
P11142
O60760
P29376
P47712
O00238
P32247
Q08345
Q4U254
O96214
Q9FBC5
Q9Y4D2
P30555
P48048
Q9NS75
O15146
Q13526
P16390
P00491
P22303
Q9H3N8
P42336
P50391
Q96S37
P18825
Q8N4C8
P29371
Q9JKC1
Q99720
P23219
Q06418
Q9BJF5
O76083
Q64560
O75914
O08532
P29122
Q9ULZ1
P43253
P14842
Q9YQ30
P48449
P22888
O08703
P0A0K8
Q00975
P51512
P30098
P22518
Q9JLY8
P11715
P09238
P30838
P9WPJ7
P97571
P22687
O75116
P35400
P24530
P20618
Q04609
P56718
O70342
Q05941
P78368
O94804
Q16539
Q9UBF8
P28472
P43088
O43781
P09668
P11229
P50281
Q16769
P43166
Q14164
P48303
Q9BYT3
O08590
P61794
P15381
P00338
A9JQL9
Q14289
P27707
P96878
P97266
P03469
P32244
P24735
P23097
P28776
Q13131
P51449
P25025
Q5KTC7
Q962Y6
P23526
O00311
Q5TKS5
P15090
Q62928
P33534
P42685
O15055
P16753
A5H660
P11168
Q6PIU2
P07477
C3SIU2
O15111
Q6PCB7
O00519
B2RXC2
P22460
Q9QUK6
Q8R455
O43194
Q9Y239
Q28642
P06211
Q8K4Z4
Q8RL90
Q9Z2J6
P62508
Q9BZL6
P56221
Q9BUB5
Q9H6Z9
P29474
O14649
P49841
Q8IL11
Q04759
Q9Y463
P09038
Q865E1
O14842
P49881
Q13085
Q12809
P08648
P03952
P10721
P47869
P30518
O60341
P30968
Q5U9J1
Q4VQ11
P19602
P0A017
Q9H0K1
P36894
Q8WSF8
P08581
C5HJ74
Q92843
P22001
Q8JZL2
O89017
P15538
P38532
P21836
P41597
Q2KIM0
P53634
P55201
P19793
P12746
P12822
P04014
Q96KS0
Q07820
P04156
P11597
P80365
Q96LB2
O75173
P28702
O43193
P03951
P69560
O95838
Q01726
Q9NYB0
O35084
Q932Y6
P04629
P22002
P55212
Q60857
P31639
Q96LA8
P00918
P51683
Q14432
O75676
P68849
Q54A96
P55210
Q9Z2A7
Q59401
P21554
O30463
P08912
Q96RJ0
P23977
P35408
O75762
Q6XUX3
Q70GC6
P34970
P32240
O77636
C3TDZ2
Q9Y2K7
P42226
Q13418
Q8N1Q1
Q05586
Q12908
Q08881
P62965
Q9UNA0
P30291
P35348
Q9UIQ6
P79350
Q9NYY3
P48302
Q96NT5
P37288
O49150
Q9H2X6
P06870
Q6PRC7
Q5U431
P31390
P14555
O60502
P41586
Q61614
Q9JJJ7
P05164
P35750
Q99558
O60235
P09467
Q27757
P01275
Q62758
Q16513
P21728
P54646
P19328
O14733
Q16816
Q8I6Z5
P21588
Q9NPC2
Q14680
Q63384
P12268
Q8R116
P42264
P06494
P00166
Q9Y5Y9
P14867
Q16678
Q04400
P47747
Q9GZT9
P48147
P06199
P08253
P29275
P41972
P11473
P08922
P61814
P42892
B2RXH2
P30969
P26663
P63085
P61088
P04062
P46925
Q05397
P41180
Q76353
P49019
P50750
P70604
P34998
Q8BFU7
P06186
Q9H3Y6
P31388
P00763
P14222
O75582
O43924
Q9UBL9
Q8N474
P10635
P29317
Q13557
P32301
P01375
P30083
O95665
P07339
Q6PHR2
P98170
P22449
Q62666
P28646
O14730
P05067
P42785
P47898
P30542
Q13315
P47205
Q96P65
Q05469
P27987
O43174
P25116
Q03181
P43403
P30557
P35354
Q9H244
P28088
O95551
P08709
O94953
Q14832
P14625
P52663
P04818
P51681
O60603
Q13133
Q9WVG6
Q96RI0
P70596
P30987
P30418
Q9BW19
Q9QUL3
P35563
O95602
Q09327
Q9NR97
P26684
Q9NQS5
P22102
O95718
P23975
P07949
P35372
P28564
P11712
P48748
Q6GG09
P59722
P32246
Q9Y5X9
P11766
P34914
O02747
P41145
P30560
Q96LD8
P13631
P14740
P53615
O54814
O14920
Q9UHD2
P41146
P87108
Q8NE63
P33032
P21451
P41229
Q9NYL2
P20272
P07900
O08725
P05979
Q9UL54
O60658
Q28037
P37058
P05089
Q99500
Q9H2G2
P30531
P00469
P51677
Q01827
P10145
Q96RR4
Q6QIY3
Q99884
P37023
P14060
P56658
Q13093
P42680
C0IX24
P28336
P00533
Q8NET8
Q05513
Q81258
O70212
P14416
O09106
Q8JXU8
P05091
P49238
Q29550
P29994
Q91X44
P70605
Q9NP59
Q6RI86
P18090
Q86YV6
P51582
P08172
Q9XUB2
P28839
P56524
Q969S8
O35678
Q9UIF8
Q04828
Q13224
P00740
Q60484
O94806
P9WIL5
P51617
P33316
P05093
P16234
Q16288
P22413
P97772
Q16620
Q14397
P06240
P23946
P00374
P00762
Q00535
P33981
P22894
Q15391
P45983
Q16739
P48442
Q8VHL0
P04798
P21731
P21964
Q92918
Q8BZP8
P49654
Q10469
P35560
O95263
P15144
Q5FVR2
Q61009
Q04760
Q99538
Q14145
O60427
P52732
Q9NPI1
P10415
Q12851
Q07817
P49743
P03433
P11362
Q9NR22
P08238
P35462
P09958
P56703
Q92523
P35368
Q9N6S8
P05230
Q9UPY5
Q9H1R3
P70536
P24822
P78325
P31751
Q9Z0Y2
P25104
Q02769
P35991
Q8TCW9
P56528
P51686
O60741
P16455
P35375
O75385
P35406
P30559
P08069
P50172
P31482
Q9GZV3
Q8NER1
Q9JHG7
P00382
Q197X6
O60825
P55899
Q13370
O75716
O54735
P49651
O00141
Q9H093
P28065
P09917
P05177
P19020
O35492
P30939
P57059
P21761
Q16584
P31648
P03887
O00329
Q9QYJ6
P35968
Q9JI35
P41148
Q13510
P14324
P30935
P34913
O35186
Q3BCU0
O15197
Q56950
Q7YY76
P28867
Q99572
Q9Y5Y4
P52789
P28523
Q5NUL3
I6YFP0
P21918
P35346
Q9Y251
P08913
P34975
Q9Y5S8
O76074
P31389
P55072
Q9Y5N1
Q6P988
P30411
O88554
P33261
P9WIJ3
Q9NP56
Q9P2K8
P97321
Q9UK32
P43405
P97639
P19550
Q9UM73
O07855
Q62226
P16083
P35639
O60911
P08246
P25774
P10827
A5Z252
O70528
Q13546
P49137
O60674
P06537
P14735
O35433
P47900
P30556
Q86X55
Q9Y616
P00371
P29375
P09211
P28593
P81908
P08483
P22906
P06536
Q9UEE5
P13497
Q09472
Q869C3
Q63707
Q94F81
Q8TDV5
Q9Y2U5
P50406
Q6UCJ9
Q00536
Q9HC16
P46098
Q16790
P28907
Q9Y233
A3EZI9
Q9Y4K4
P42574
P00376
P19971
P07154
P32320
P27467
P41231
Q62968
Q28156
P32397
Q15139
Q9JII9
Q62986
P58406
Q13464
P05227
P13500
Q4E657
O00255
P07382
P19754
P9WKE1
Q9ZLT0
P23979
Q9BYF1
O14672
P56373
P43220
P35370
P05129
Q82323
P06493
Q99N23
Q2NNR5
Q8SPQ9
P49761
P08485
O15392
P32745
Q01727
P09769
P28700
P41143
Q8WTV0
O96935
Q05921
Q14123
P00378
E3UJZ5
Q9UM47
P18901
P08049
P51787
P19091
P28566
P43354
P34976
Q9WUI1
P53396
P41595
P19099
P00800
P12657
O77239
O60755
Q969F8
P29089
P23907
Q99835
P05981
O43283
P15735
P16473
Q96IY4
P09960
O77773
P50416
P09874
B4URF0
Q9QYN8
P50130
P06479
P07195
P21396
Q9Y2D0
Q04750
O75907
Q06124
Q13163
Q9UGL1
Q05343
P06935
P25105
P55055
Q6DLS0
Q9ULX7
Q820T1
Q965D5
P42224
P08183
P28222
Q5VT25
Q16602
P38605
P07858
P06762
A0A0K1CY61
P08311
P48058
P25162
P24964
O42713
Q15046
Q16581
P11541
P00734
P03428
Q13188
P31645
P30874
Q63633
Q76JU9
P35377
Q8WS26
Q4G017
Q9UBX1
P21729
Q923Y8
P90584
O88319
P37172
P61169
Q920D2
P43367
Q9Z351
P37840
Q99250
P11497
P32300
Q15858
Q7YY07
P09487
Q13304
P19784
P49684
P27732
Q75NA5
O95749
O13428
P07099
Q8N5Z0
Q28039
O24855
Q5AJ71
P0DJD9
P9WNG3
Q06187
Q9GZN0
P40763
P41594
P28062
Q9N1N9
Q16875
Q63470
Q43054
P10826
P14618
P33533
P24468
P32245
Q9UNK4
Q92633
P19634
O61059
P50129
Q60492
P11509
P11802
P62942
P25084
P14091
P61964
P58154
Q14790
Q9HAZ1
P08659
P30988
P39086
O00400
P33435
P00489
P42866
P22605
Q9Y337
Q13164
O35505
Q8TDD5
G1SR55
P52792
P22756
P06239
Q9VTU8
P78527
O75908
P23944
P05413
P46531
P07384
P17252
Q9AIU7
P29274
Q9HC97
Q99759
Q9QVP9
P11416
P27487
Q9Y5X4
P35363
P49653
P23687
Q6L709
Q9Y5Y6
P17707
Q9H3R0
Q13489
P51812
O43614
P49327
P41440
P30729
P40881
Q9H5J4
P51675
P41743
P21452
Q9P1W9
P15393
Q9H2K8
Q9WKE8
P25024
Q8WMX0
Q9UBN7
Q9HBA0
P05364
Q2M2I8
P04049
P41233
Q8CGM4
Q8NFD2
Q9NRG4
O70370
Q9Y5X5
O43451
P97391
P03956
Q9BY41
P08419
Q9NPH5
P23204
P31422
Q9UGN5
P06881
O77746
P07901
O60563
O96013
Q16832
Q9D6N1
P47746
P04278
P04066
Q02763
Q07440
P31652
Q63931
P27448
Q13507
Q62645
P52895
P25099
Q9H228
Q923Y9
Q3SYC2
P04694
Q7TMR0
P35463
Q07912
P28845
P35327
Q99677
Q04771
Q13976
P25103
P41240
P80299
P80457
P9WNS1
P31644
Q9BXC0
P17164
P53667
P09483
P46616
O00763
P34995
Q13946
Q8ST54
Q7TQP3
P48999
P21917
Q7ZJM1
Q9H7B4
P49219
P39051
P42261
Q8K418
P42684
P04150
Q9UNQ0
Q9ZTP8
P41279
Q93LQ9
P25440
P23576
P07861
O70536
P13945
Q8K5E0
P00375
O95180
P27694
P12821
P53582
Q13470
P35367
P22734
Q04912
P14207
O54912
O15382
P18654
Q96DB2
O70196
Q923I7
O43570
Q12791
P47811
P51639
P09955
P56818
P17538
P9WGR1
O14578
P32249
P28074
P08908
P11103
P04775
Q59H18
P35499
Q03311
P51450
Q99755
P50052
A5A4K8
O95271
Q02156
P11086
P0C6U8
P51451
P25929
Q06486
P78536
P20288
P00761
P24941
Q15059
Q15418
P43119
Q9M629
Q9ERZ4
P27008
P15304
P03470
Q9WUN2
Q9Y271
P34972
P37059
Q96Q83
Q9Y5Z0
P68826
P18886
P47824
P62344
Q15910
P35869
Q9Z2V5
P39900
Q9UBY5
P42345
Q9C098
Q9NXS2
Q5S007
P9WPX7
P16184
Q9BRH5
Q8TDS5
Q9NY91
P13807
O75164
P43681
P98073
P51679
Q9H237
Q09470
Q9QNF7
O00444
Q8TDS4
O08914
P42681
Q8TBX8
P55859
Q9UPC5
Q13451
P30994
P46734
Q6P7A9
P11309
P47745
P28190
P22607
Q63008
Q8MMZ8
P08631
Q61618
P53669
Q95136
P49763
O15554
Q07071
O00750
P23945
Q6P7S1
P71716
Q79MP6
P49683
P48736
P00488
O14757
P12931
O00767
P35790
P53671
A0A059UE90
Q690N0
P51843
P15086
O95822
A6YCJ1
P19643
P01024
Q95N78
Q00961
Q99808
O08786
P43236
Q9RMI3
Q92793
P19327
P22455
Q13822
O94925
P21275
P27361
Q00537
Q25615
P00743
P41968
Q9GZR1
P18031
P14920
H2R7Z5
O15151
P11474
Q05823
Q02750
P12785
Q9ERT1
P16066
P56068
Q9P286
P23141
P07308
Q05209
P08473
P28572
P19525
P29401
Q7Z2W7
P29597
O60706
P43116
Q2XUH7
Q9NRA0
P47748
P35347
P25095
Q9GZQ4
P09871
Q07973
P14600
Q38C91
Q9H773
O15229
Q8R431
P00381
Q07422
Q04206
P60842
Q9H422
P30547
Q15835
P13053
P10632
Q07523
P35414
P02768
O75747
Q13258
P39877
P08170
Q5TU56
P40238
O43497
O00408
P28705
P78417
Q9Y2R2
Q91ZY2
P80192
Q13255
Q9BRS2
P97612
P25975
Q95PM0
Q04756
P30553
P17752
O64411
Q99685
Q14994
P54760
P31421
Q9WUD9
P21453
P37238
P25098
P32198
Q6W5P4
P20701
P43004
P04058
P00760
P20142
P12527
P49652
P43490
P0C559
P17948
P08684
P35228
P53355
P11716
Q63199
P32302
B5SU02
P25090
Q8TDU6
Q80Z39
P41144
P04035
P17931
P49286
P14174
P18405
P12389
P06276
Q9EP66
Q9WMX2
Q81W29
P31391
P70597
P68400
P47806
Q6IE75
P13516
Q8WQX9
Q9Y6Q9
X5EH84
P48443
Q99873
P42346
P05412
Q95214
Q9NXG6
P25805
P21709
P57078
Q86TI2
P33905
P08173
Q63380
Q16853
P27338
Q3U6B2
P00766
P32298
O02662
P62813
P00797
P09237
P45452
P50336
P08909
P23739
P07451
P51452
Q13873
Q13126
Q7Z601
O00398
P15559
P53985
Q1A7N1
P15121
P08001
Q15349
P50613
P29320
P49336
B5ATN6
P22909
P0DMS9
Q60748
P81721
P35590
Q64077
Q15746
P41235
P47989
P51680
P22748
Q25917
P30304
P07374
Q6B0I6
P25023
Q8IW41
Q13627
O43318
P05771
Q969V1
P04626
P35610
Q03431
P06756
P29276
Q13882
Q9V396
P00921
Q72547
P15328
O14684
Q9MYX0
P25021
P18054
O43613
P07943
P25100
P00735
P00742
P45984
Q8I2J3
Q15761
Q63118
P32897
P43140
P43114
P56817
Q9UKP6
P20789
Q96RI1
P07550
P62937
P06241
P35396
P03372
Q924U1
P14061
P9WPJ9
P32238
P49616
Q9NTG7
Q02779
P0A2Y6
P33033
P12337
P52333
Q00534
Q9UQM7
P49187
O43293
P53350
P10276
P08176
Q8TF76
O15648
P31749
P30989
Q9TSZ1
Q96GD4
P30543
P42330
Q79EC5
Q13490
P18894
P79208
Q91ZY1
Q8VH26
Q9H8M2
O00748
Q9XYC7
Q14524
Q16877
Q29010
P35439
P10845
O96017
P06401
P13612
P42262
P07948
Q12852
P54756
P52700
Q9I7A8
Q60490
P16232
P36639
Q8VNN2
P48145
P55157
Q7JHP9
Q8G2R2
Q14703
P15823
Q9UBU3
Q8WZA2
Q9UF33
P23458
P35353
P00519
P30305
P00750
O14727
Q99705
P25779
Q02083
Q81R22
P49880
Q96JM7
P05121
P17712
Q13936
P07727
Q8NHM5
Q8TDR2
P56450
O00206
Q01959
P56726
O60218
P04757
P09619
Q9NSY1
P00784
Q16665
Q9HCG7
P35236
P43003
Q9ESG6
Q14654
P46095
P00747
P53779
P29477
Q8MI13
O88410
Q12866
P07711
P15145
P05622
P18841
P08254
P10980
P62993
Q9NUW8
P42356
P9WQA3
P21556
P04191
Q7L7X3
Q14833
Q92731
P55085
P10938
Q92824
O14965
P49681
P13726
P19491
P80209
Q8T9Z7
O77656
O95470
Q16512
P49281
O88943
Q62205
P32754
Q96PD7
P46663
Q80SS6
P28221
Q96G91
O70526
P30551
Q07869
P10608
P41587
P30419
Q60751
Q9UHL4
O95819
P13267
Q96EB6
P00807
P35351
P56481
P36897
Q9WV26
Q9TSW7
P38604
P19367
P48974
Q02644
P48546
P25910
P97583
Q9BQI3
Q6V1X1
P23385
P48730
P11137
P49764
P00787
Q9WTR4
P37173
Q9UHC9
P19969
P30872
Q9HCR9
P13569
P23280
Q5L478
P16050
Q7X1P7
P00380
Q06000
P23786
P15056
Q9JN24
P34969
P22411
Q6PL18
P49721
P21730
P78600
Q00788
Q9GZQ6
P16610
Q9R0C9
Q9GJT6
Q07343
P08842
O00482
P46093
Q8T6T2
P09581
Q9HBH9
P35918
P22935
P07141
Q6P179
P53778
P01042
P17706
P06730
Q15722
P49146
P21462
A9XFY4
O95977
P04070
Q56D28
O35078
P17612
O14939
P23316
O70444
Q32MK0
Q8TD08
Q9YQ12
P58295
Q13285
P10828
O00142
P50053
P11511
P14410
P29475
P36544
P18433
Q8ZDW5
P56560
P06737
P31423
P18130
P00749
O34623
Q9NYK1
Q96KB5
O95136
O60285
O62664
Q02127
Q63634
P19111
Q9UKV0
Q9UIK4
P37230
Q01662
Q13887
O19045
O14976
O54798
Q9H2K2
Q9UKE5
Q48255
P33527
O15496
P34947
P19492
Q9NZJ5
Q9HC29
P20393
O15120
P45985
P70263
O02824
P78540
Q8K3T4
Q9H7Z7
Q15077
P62593
P79266
P07947
Q92847
P07333
Q4Q5W4
Q6P1M0
P49674
O14746
P20309
Q96PH1
Q13177
Q76270
O75460
P50554
P28482
P26431
P00185
P61168
B0FL73
P11387
P36507
P48067
P28704
P19112
Q96KQ7
P23443
P08588
P07288
P50579
P25106
Q96Q15
M3VH47
P23795
O15379
C3SWJ7
P15428
P20444
P42337
P23467
Q8IXJ6
P49892
Q9Y345
Q60612
P10619
O15054
P33535
Q0GMK6
P29323
P37289
Q9UQL6
P20839
P08235
Q9EPX4
Q8IYT8
P48044
P54289
Q8VH27
P11166
Q9HB89
P00748
P37268
P55263
Q9NYA1
P28161
P18089
C7C422
Q86V86
O60885
P43115
Q13639
O07911
P22736
P36896
P32239
O88693
O68720
O55242
Q9FYV8
Q92630
Q6DWJ6
P56719
P48775
Q5TC84
Q8IU80
Q8TEK3
Q8IVH8
Q9QZN9
P06492
O54967
Q9BXA5
Q15125
P16662
P49682
P08482
P48039
Q8TCT1
P16257
P30550
P32871
Q9Y2I1
P07753
Q9P289
P49768
P49759
P37136
Q08493
P11169
O15530
Q15661
P54829
Q9H1C0
P43346
P00915
P32307
Q9QUQ5
P54762
P54764
Q08499
Q02485
Q29495
P04054
Q9UIF9
P33247
P0DMS8
Q9HBW0
O70344
Q97SR4
P26639
P43235
P28647
Q15303
Q9UQB9
Q8CA95
Q13153
O35493
P35355
Q6L5J4
Q61606
Q9Y210
P14902
P28335
P24557
P21397
P13866
P19490
O43353
Q31FD6
P47871
Q5M848
P0A4L9
P27815
P32305
Q61263
P30082
P10636
P47901
Q8MHZ5
Q15375
P30552
P00523
O15552
Q9H4B4
P31213
P16177
P21802
Q15118
Q00960
Q6W9J1
P20292
Q92769
P19493
P16116
P79218
P15207
P15917
P35218
Q99814
P35557
Q9Y2T6
P0AD63
P43657
P61073
P21589
Q13535
P30536
P52702
Q16572
P04174
P49840
P35558
P29466
P21398
P41149
O35491
P12530
Q13547
Q62868
Q13393
P02753
Q01064
